20:01:13.164840 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1020841:1022289, ack 1, win 1358, options [nop,nop,TS val 229632 ecr 2250], length 1448
20:01:13.182526 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1022289:1023737, ack 1, win 1358, options [nop,nop,TS val 229632 ecr 2250], length 1448
20:01:13.259805 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1006361, win 1424, options [nop,nop,TS val 2434 ecr 228821], length 0
20:01:13.260170 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1023737:1025185, ack 1, win 1358, options [nop,nop,TS val 229819 ecr 2434], length 1448
20:01:13.260296 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1025185:1026633, ack 1, win 1358, options [nop,nop,TS val 229819 ecr 2434], length 1448
20:01:13.270625 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1023737:1025185, ack 1, win 1358, options [nop,nop,TS val 229819 ecr 2434], length 1448
20:01:13.289122 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1025185:1026633, ack 1, win 1358, options [nop,nop,TS val 229819 ecr 2434], length 1448
20:01:13.361818 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1009257, win 1424, options [nop,nop,TS val 2458 ecr 228936], length 0
20:01:13.362128 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1026633:1028081, ack 1, win 1358, options [nop,nop,TS val 229921 ecr 2458], length 1448
20:01:13.362188 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1028081:1029529, ack 1, win 1358, options [nop,nop,TS val 229921 ecr 2458], length 1448
20:01:13.371885 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1026633:1028081, ack 1, win 1358, options [nop,nop,TS val 229921 ecr 2458], length 1448
20:01:13.460772 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1028081:1029529, ack 1, win 1358, options [nop,nop,TS val 229921 ecr 2458], length 1448
20:01:13.474084 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1010705, win 1424, options [nop,nop,TS val 2632 ecr 229131], length 0
20:01:13.474426 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1029529:1030977, ack 1, win 1358, options [nop,nop,TS val 230033 ecr 2632], length 1448
20:01:13.474492 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1030977:1032425, ack 1, win 1358, options [nop,nop,TS val 230033 ecr 2632], length 1448
20:01:13.481673 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1029529:1030977, ack 1, win 1358, options [nop,nop,TS val 230033 ecr 2632], length 1448
20:01:13.570991 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1013601, win 1424, options [nop,nop,TS val 2731 ecr 229131], length 0
20:01:13.571299 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1032425:1033873, ack 1, win 1358, options [nop,nop,TS val 230130 ecr 2731], length 1448
20:01:13.571364 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1033873:1035321, ack 1, win 1358, options [nop,nop,TS val 230130 ecr 2731], length 1448
20:01:13.576804 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1030977:1032425, ack 1, win 1358, options [nop,nop,TS val 230033 ecr 2632], length 1448
20:01:13.676229 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1032425:1033873, ack 1, win 1358, options [nop,nop,TS val 230130 ecr 2731], length 1448
20:01:13.755234 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1033873:1035321, ack 1, win 1358, options [nop,nop,TS val 230130 ecr 2731], length 1448
20:01:13.768086 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1016497, win 1424, options [nop,nop,TS val 2851 ecr 229330], length 0
20:01:13.768470 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1035321:1036769, ack 1, win 1358, options [nop,nop,TS val 230327 ecr 2851], length 1448
20:01:13.768532 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1036769:1038217, ack 1, win 1358, options [nop,nop,TS val 230327 ecr 2851], length 1448
20:01:13.768666 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1038217:1039665, ack 1, win 1358, options [nop,nop,TS val 230327 ecr 2851], length 1448
20:01:13.778500 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1035321:1036769, ack 1, win 1358, options [nop,nop,TS val 230327 ecr 2851], length 1448
20:01:13.871986 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1036769:1038217, ack 1, win 1358, options [nop,nop,TS val 230327 ecr 2851], length 1448
20:01:13.880475 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1019393, win 1424, options [nop,nop,TS val 2966 ecr 229521], length 0
20:01:13.880842 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1039665:1041113, ack 1, win 1358, options [nop,nop,TS val 230439 ecr 2966], length 1448
20:01:13.880903 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1041113:1042561, ack 1, win 1358, options [nop,nop,TS val 230439 ecr 2966], length 1448
20:01:13.881046 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1042561:1044009, ack 1, win 1358, options [nop,nop,TS val 230439 ecr 2966], length 1448
20:01:13.892280 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1038217:1039665, ack 1, win 1358, options [nop,nop,TS val 230327 ecr 2851], length 1448
20:01:13.980038 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1039665:1041113, ack 1, win 1358, options [nop,nop,TS val 230439 ecr 2966], length 1448
20:01:14.062899 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1041113:1042561, ack 1, win 1358, options [nop,nop,TS val 230439 ecr 2966], length 1448
20:01:14.075967 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1022289, win 1424, options [nop,nop,TS val 3234 ecr 229632], length 0
20:01:14.076304 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1044009:1045457, ack 1, win 1358, options [nop,nop,TS val 230634 ecr 3234], length 1448
20:01:14.076368 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1045457:1046905, ack 1, win 1358, options [nop,nop,TS val 230634 ecr 3234], length 1448
20:01:14.082778 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1042561:1044009, ack 1, win 1358, options [nop,nop,TS val 230439 ecr 2966], length 1448
20:01:14.157142 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1044009:1045457, ack 1, win 1358, options [nop,nop,TS val 230634 ecr 3234], length 1448
20:01:14.177904 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1045457:1046905, ack 1, win 1358, options [nop,nop,TS val 230634 ecr 3234], length 1448
20:01:14.183574 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1025185, win 1424, options [nop,nop,TS val 3264 ecr 229632], length 0
20:01:14.183924 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1046905:1048353, ack 1, win 1358, options [nop,nop,TS val 230742 ecr 3264], length 1448
20:01:14.184025 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1048353:1049801, ack 1, win 1358, options [nop,nop,TS val 230742 ecr 3264], length 1448
20:01:14.184198 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1049801:1051249, ack 1, win 1358, options [nop,nop,TS val 230742 ecr 3264], length 1448
20:01:14.184298 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1051249:1052697, ack 1, win 1358, options [nop,nop,TS val 230742 ecr 3264], length 1448
20:01:14.270950 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1046905:1048353, ack 1, win 1358, options [nop,nop,TS val 230742 ecr 3264], length 1448
20:01:14.292283 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1048353:1049801, ack 1, win 1358, options [nop,nop,TS val 230742 ecr 3264], length 1448
20:01:14.367232 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 3440 ecr 229819], length 0
20:01:14.367573 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1052697:1054145, ack 1, win 1358, options [nop,nop,TS val 230926 ecr 3440], length 1448
20:01:14.377328 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1049801:1051249, ack 1, win 1358, options [nop,nop,TS val 230742 ecr 3264], length 1448
20:01:14.461684 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 3535 ecr 229819,nop,nop,sack 1 {1028081:1029529}], length 0
20:01:14.462100 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1054145:1055593, ack 1, win 1358, options [nop,nop,TS val 231020 ecr 3535], length 1448
20:01:14.462162 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1055593:1057041, ack 1, win 1358, options [nop,nop,TS val 231020 ecr 3535], length 1448
20:01:14.472078 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1051249:1052697, ack 1, win 1358, options [nop,nop,TS val 230742 ecr 3264], length 1448
20:01:14.500991 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 3571 ecr 229819,nop,nop,sack 1 {1028081:1032425}], length 0
20:01:14.501345 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1057041:1058489, ack 1, win 1358, options [nop,nop,TS val 231060 ecr 3571], length 1448
20:01:14.501408 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1058489:1059937, ack 1, win 1358, options [nop,nop,TS val 231060 ecr 3571], length 1448
20:01:14.501542 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1059937:1061385, ack 1, win 1358, options [nop,nop,TS val 231060 ecr 3571], length 1448
20:01:14.570535 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1052697:1054145, ack 1, win 1358, options [nop,nop,TS val 230926 ecr 3440], length 1448
20:01:14.585259 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1054145:1055593, ack 1, win 1358, options [nop,nop,TS val 231020 ecr 3535], length 1448
20:01:14.668907 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 3740 ecr 229819,nop,nop,sack 1 {1028081:1033873}], length 0
20:01:14.669222 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1061385:1062833, ack 1, win 1358, options [nop,nop,TS val 231228 ecr 3740], length 1448
20:01:14.675758 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1055593:1057041, ack 1, win 1358, options [nop,nop,TS val 231020 ecr 3535], length 1448
20:01:14.699519 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 3835 ecr 229819,nop,nop,sack 1 {1028081:1035321}], length 0
20:01:14.699863 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1062833:1064281, ack 1, win 1358, options [nop,nop,TS val 231258 ecr 3835], length 1448
20:01:14.699929 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1064281:1065729, ack 1, win 1358, options [nop,nop,TS val 231258 ecr 3835], length 1448
20:01:14.728976 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1026633:1028081, ack 1, win 1358, options [nop,nop,TS val 231288 ecr 3835], length 1448
20:01:14.765080 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1057041:1058489, ack 1, win 1358, options [nop,nop,TS val 231060 ecr 3571], length 1448
20:01:14.794013 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 3860 ecr 229819,nop,nop,sack 1 {1028081:1036769}], length 0
20:01:14.794365 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1065729:1067177, ack 1, win 1358, options [nop,nop,TS val 231353 ecr 3860], length 1448
20:01:14.801907 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1058489:1059937, ack 1, win 1358, options [nop,nop,TS val 231060 ecr 3571], length 1448
20:01:14.862730 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1059937:1061385, ack 1, win 1358, options [nop,nop,TS val 231060 ecr 3571], length 1448
20:01:14.882880 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1061385:1062833, ack 1, win 1358, options [nop,nop,TS val 231228 ecr 3740], length 1448
20:01:14.899682 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 3961 ecr 229819,nop,nop,sack 2 {1038217:1039665}{1028081:1036769}], length 0
20:01:14.900029 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1067177:1068625, ack 1, win 1358, options [nop,nop,TS val 231458 ecr 3961], length 1448
20:01:14.968876 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1062833:1064281, ack 1, win 1358, options [nop,nop,TS val 231258 ecr 3835], length 1448
20:01:14.984720 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 4062 ecr 229819,nop,nop,sack 2 {1038217:1041113}{1028081:1036769}], length 0
20:01:14.985148 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1036769:1038217, ack 1, win 1358, options [nop,nop,TS val 231544 ecr 4062], length 1448
20:01:14.987768 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1064281:1065729, ack 1, win 1358, options [nop,nop,TS val 231258 ecr 3835], length 1448
20:01:15.059186 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1026633:1028081, ack 1, win 1358, options [nop,nop,TS val 231288 ecr 3835], length 1448
20:01:15.080260 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 4153 ecr 229819,nop,nop,sack 3 {1042561:1044009}{1038217:1041113}{1028081:1036769}], length 0
20:01:15.093775 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1065729:1067177, ack 1, win 1358, options [nop,nop,TS val 231353 ecr 3860], length 1448
20:01:15.168115 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1067177:1068625, ack 1, win 1358, options [nop,nop,TS val 231458 ecr 3961], length 1448
20:01:15.179326 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 4260 ecr 229819,nop,nop,sack 3 {1042561:1046905}{1038217:1041113}{1028081:1036769}], length 0
20:01:15.179630 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1041113:1042561, ack 1, win 1358, options [nop,nop,TS val 231738 ecr 4260], length 1448
20:01:15.179700 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1068625:1070073, ack 1, win 1358, options [nop,nop,TS val 231738 ecr 4260], length 1448
20:01:15.188846 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1036769:1038217, ack 1, win 1358, options [nop,nop,TS val 231544 ecr 4062], length 1448
20:01:15.272648 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1041113:1042561, ack 1, win 1358, options [nop,nop,TS val 231738 ecr 4260], length 1448
20:01:15.289249 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1068625:1070073, ack 1, win 1358, options [nop,nop,TS val 231738 ecr 4260], length 1448
20:01:15.381911 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 4538 ecr 229819,nop,nop,sack 3 {1049801:1052697}{1042561:1048353}{1038217:1041113}], length 0
20:01:15.382273 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1070073:1071521, ack 1, win 1358, options [nop,nop,TS val 231941 ecr 4538], length 1448
20:01:15.382337 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1071521:1072969, ack 1, win 1358, options [nop,nop,TS val 231941 ecr 4538], length 1448
20:01:15.464317 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1070073:1071521, ack 1, win 1358, options [nop,nop,TS val 231941 ecr 4538], length 1448
20:01:15.487619 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1071521:1072969, ack 1, win 1358, options [nop,nop,TS val 231941 ecr 4538], length 1448
20:01:15.611111 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 4679 ecr 229819,nop,nop,sack 3 {1055593:1057041}{1049801:1054145}{1042561:1048353}], length 0
20:01:15.687507 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 4776 ecr 229819,nop,nop,sack 3 {1055593:1058489}{1049801:1054145}{1042561:1048353}], length 0
20:01:15.687843 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1048353:1049801, ack 1, win 1358, options [nop,nop,TS val 232246 ecr 4776], length 1448
20:01:15.695429 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1048353:1049801, ack 1, win 1358, options [nop,nop,TS val 232246 ecr 4776], length 1448
20:01:15.788577 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 4859 ecr 229819,nop,nop,sack 3 {1055593:1059937}{1049801:1054145}{1042561:1048353}], length 0
20:01:15.788926 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1054145:1055593, ack 1, win 1358, options [nop,nop,TS val 232347 ecr 4859], length 1448
20:01:15.796250 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1054145:1055593, ack 1, win 1358, options [nop,nop,TS val 232347 ecr 4859], length 1448
20:01:15.876396 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 4946 ecr 229819,nop,nop,sack 3 {1061385:1062833}{1055593:1059937}{1049801:1054145}], length 0
20:01:15.876648 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1059937:1061385, ack 1, win 1358, options [nop,nop,TS val 232435 ecr 4946], length 1448
20:01:15.882184 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1059937:1061385, ack 1, win 1358, options [nop,nop,TS val 232435 ecr 4946], length 1448
20:01:15.975202 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1026633, win 1424, options [nop,nop,TS val 5056 ecr 229819,nop,nop,sack 3 {1064281:1065729}{1061385:1062833}{1055593:1059937}], length 0
20:01:15.975552 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1072969:1074417, ack 1, win 1358, options [nop,nop,TS val 232533 ecr 5056], length 1448
20:01:15.980104 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1072969:1074417, ack 1, win 1358, options [nop,nop,TS val 232533 ecr 5056], length 1448
20:01:15.994993 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1036769, win 1345, options [nop,nop,TS val 5074 ecr 231288,nop,nop,sack 3 {1064281:1065729}{1061385:1062833}{1055593:1059937}], length 0
20:01:15.995359 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1074417:1075865, ack 1, win 1358, options [nop,nop,TS val 232553 ecr 5074], length 1448
20:01:15.995420 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1075865:1077313, ack 1, win 1358, options [nop,nop,TS val 232553 ecr 5074], length 1448
20:01:15.995553 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1077313:1078761, ack 1, win 1358, options [nop,nop,TS val 232553 ecr 5074], length 1448
20:01:16.063758 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1074417:1075865, ack 1, win 1358, options [nop,nop,TS val 232553 ecr 5074], length 1448
20:01:16.086348 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1075865:1077313, ack 1, win 1358, options [nop,nop,TS val 232553 ecr 5074], length 1448
20:01:16.090590 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1036769, win 1345, options [nop,nop,TS val 5161 ecr 231288,nop,nop,sack 3 {1064281:1067177}{1061385:1062833}{1055593:1059937}], length 0
20:01:16.090899 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1062833:1064281, ack 1, win 1358, options [nop,nop,TS val 232650 ecr 5161], length 1448
20:01:16.167995 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1077313:1078761, ack 1, win 1358, options [nop,nop,TS val 232553 ecr 5074], length 1448
20:01:16.172210 IP 112.26.0.8.35128 > 112.26.0.1.34747: Flags [.], ack 1041113, win 1312, options [nop,nop,TS val 5252 ecr 231544,nop,nop,sack 3 {1064281:1067177}{1061385:1062833}{1055593:1059937}], length 0
20:01:16.172545 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1067177:1068625, ack 1, win 1358, options [nop,nop,TS val 232731 ecr 5252], length 1448
20:01:16.172651 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1078761:1080209, ack 1, win 1358, options [nop,nop,TS val 232731 ecr 5252], length 1448
20:01:16.172798 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1080209:1081657, ack 1, win 1358, options [nop,nop,TS val 232731 ecr 5252], length 1448
20:01:16.196035 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1062833:1064281, ack 1, win 1358, options [nop,nop,TS val 232650 ecr 5161], length 1448
20:01:16.279658 IP 112.26.0.1.34747 > 112.26.0.8.35128: Flags [.], seq 1067177:1068625, ack 1, win 1358, options [nop,nop,TS val 232731 ecr 5252], length 1448
